Dur,End,File/Spkr,MaxFormants,Notes,NumberPoles,Start,Unnamed: 0,Unnamed: 0.1,Vowel,dob,file_name,gF1,gF2,gF3,gPitch,gTime,gender,gilbert_number,id,input_form,iver_number,location,oF1,oF2,oF3,oPitch,oTime,post_sound,pre_sound,speaker_number,target_form,transcription,variable
NA,NA,NA,NA,NA,NA,NA,37,NA,NA,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-171-2-21-a.wav,NA,NA,NA,NA,NA,f,21,10-171-2-21-a.wav,a hairbrush ,10,new braunfels,NA,NA,NA,NA,NA,ʁ,b,171,eine haarbuerste,ˈaɪ̯nə haːɐ̯ˈbʏʁstə,ʏ
0.085,0.788,103-388-1-21-a,5500 Hz,NA,10.0,0.703,38,NA,ʏ,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/103-388-1-21-a.wav,481.57,1802.55,2702.09,112.56,0.76,m,21,103-388-1-21-a.wav,a hairbrush ,103,new braunfels,454.38,1946.26,2691.75,110.06,0.731,ʁ,b,388,eine haarbuerste,ˈaɪ̯nə haːɐ̯ˈbʏʁstə,ʏ
0.076,0.563,112-415-1-21-a,5500 Hz,NA,10.0,0.487,39,NA,ʏ,1921,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/112-415-1-21-a.wav,470.01,1808.7,2514.06,149.10,0.538,m,21,112-415-1-21-a.wav,a hairbrush ,112,"new braunfels, tx",444.75,1905.21,2509.33,153.22,0.513,ʁ,b,415,eine haarbuerste,ˈaɪ̯nə haːɐ̯ˈbʏʁstə,ʏ
NA,NA,NA,NA,NA,NA,NA,40,NA,NA,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/16-188-1-21-a.wav,NA,NA,NA,NA,NA,m,21,16-188-1-21-a.wav,a hairbrush ,16,new braunfels,NA,NA,NA,NA,NA,ʁ,b,188,eine haarbuerste,ˈaɪ̯nə haːɐ̯ˈbʏʁstə,ʏ
NA,NA,NA,NA,NA,NA,NA,41,NA,NA,1938,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/3-71-2-21-a.wav,NA,NA,NA,NA,NA,f,21,3-71-2-21-a.wav,a hairbrush ,3,new braunfels,NA,NA,NA,NA,NA,ʁ,b,71,eine haarbuerste,ˈaɪ̯nə haːɐ̯ˈbʏʁstə,ʏ
NA,NA,NA,NA,NA,NA,NA,42,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/60-414-2-21-a.wav,NA,NA,NA,NA,NA,f,21,60-414-2-21-a.wav,a hairbrush ,60,"new braunfels, tx",NA,NA,NA,NA,NA,ʁ,b,414,eine haarbuerste,ˈaɪ̯nə haːɐ̯ˈbʏʁstə,ʏ
0.118,0.703,60-447-2-21-a,5500 Hz,NA,10.0,0.585,43,NA,ʏ,1924,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/60-447-2-21-a.wav,418.45,1681.22,2455.22,109.36,0.663,m,21,60-447-2-21-a.wav,a hairbrush ,60,new braunfels,385.32,1835.27,2394.45,111.65,0.624,ʁ,b,447,eine haarbuerste,ˈaɪ̯nə haːɐ̯ˈbʏʁstə,ʏ
NA,NA,NA,NA,NA,NA,NA,44,NA,NA,1947,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/san antonio/gilbert/1-161-1-21-a.wav,NA,NA,NA,NA,NA,f,21,1-161-1-21-a.wav,a hairbrush ,1,san antonio,NA,NA,NA,NA,NA,ʁ,b,161,eine haarbuerste,ˈaɪ̯nə haːɐ̯ˈbʏʁstə,ʏ
NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1941,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/bulverde/gilbert/10-139-2-111-a.wav,NA,NA,NA,NA,NA,m,111,10-139-2-111-a.wav,a lightning bug (Lampyridae) ,10,bulverde,NA,NA,NA,NA,NA,ʁ,v,139,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1948,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/bulverde/gilbert/9-134-2-111-a.wav,NA,NA,NA,NA,NA,f,111,9-134-2-111-a.wav,a lightning bug (Lampyridae) ,9,bulverde,NA,NA,NA,NA,NA,ʁ,v,134,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/bulverde/gilbert/9-151-1-111-a.wav,NA,NA,NA,NA,NA,f,111,9-151-1-111-a.wav,a lightning bug (Lampyridae) ,9,bulverde,NA,NA,NA,NA,NA,ʁ,v,151,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1922,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/bulverde/gilbert/9-153-1-111-a.wav,NA,NA,NA,NA,NA,m,111,9-153-1-111-a.wav,a lightning bug (Lampyridae) ,9,bulverde,NA,NA,NA,NA,NA,ʁ,v,153,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1926,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/columbus/gilbert/121-453-2-111-a.wav,NA,NA,NA,NA,NA,f,111,121-453-2-111-a.wav,a lightning bug (Lampyridae) ,121,columbus,NA,NA,NA,NA,NA,ʁ,v,453,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/comfort/gilbert/1-141-2-111-a.wav,NA,NA,NA,NA,NA,m,111,1-141-2-111-a.wav,a lightning bug (Lampyridae) ,1,comfort,NA,NA,NA,NA,NA,ʁ,v,141,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/comfort/gilbert/10-147-1-111-a.wav,NA,NA,NA,NA,NA,m,111,10-147-1-111-a.wav,a lightning bug (Lampyridae) ,10,comfort,NA,NA,NA,NA,NA,ʁ,v,147,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/converse/gilbert/1-391-2-111-a.wav,NA,NA,NA,NA,NA,m,111,1-391-2-111-a.wav,a lightning bug (Lampyridae) ,1,converse,NA,NA,NA,NA,NA,ʁ,v,391,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,8,NA,NA,1933,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-114-2-111-a.wav,NA,NA,NA,NA,NA,f,111,1-114-2-111-a.wav,a lightning bug (Lampyridae) ,1,doss,NA,NA,NA,NA,NA,ʁ,v,114,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,9,NA,NA,1959,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-179-2-111-a.wav,NA,NA,NA,NA,NA,m,111,1-179-2-111-a.wav,a lightning bug (Lampyridae) ,1,doss,NA,NA,NA,NA,NA,ʁ,v,179,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1940,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-183-2-111-a.wav,NA,NA,NA,NA,NA,m,111,1-183-2-111-a.wav,a lightning bug (Lampyridae) ,1,doss,NA,NA,NA,NA,NA,ʁ,v,183,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,11,NA,NA,1922,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-176-1-111-a.wav,NA,NA,NA,NA,NA,m,111,17-176-1-111-a.wav,a lightning bug (Lampyridae) ,17,doss,NA,NA,NA,NA,NA,ʁ,v,176,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1934,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-177-1-111-a.wav,NA,NA,NA,NA,NA,m,111,17-177-1-111-a.wav,a lightning bug (Lampyridae) ,17,doss,NA,NA,NA,NA,NA,ʁ,v,177,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,13,NA,NA,1930,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-178-2-111-a.wav,NA,NA,NA,NA,NA,m,111,17-178-2-111-a.wav,a lightning bug (Lampyridae) ,17,doss,NA,NA,NA,NA,NA,ʁ,v,178,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,14,NA,NA,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-180-2-111-a.wav,NA,NA,NA,NA,NA,m,111,17-180-2-111-a.wav,a lightning bug (Lampyridae) ,17,doss,NA,NA,NA,NA,NA,ʁ,v,180,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,15,NA,NA,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-187-1-111-a.wav,NA,NA,NA,NA,NA,f,111,17-187-1-111-a.wav,a lightning bug (Lampyridae) ,17,doss,NA,NA,NA,NA,NA,ʁ,v,187,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,16,NA,NA,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/5-113-2-111-a.wav,NA,NA,NA,NA,NA,m,111,5-113-2-111-a.wav,a lightning bug (Lampyridae) ,5,doss,NA,NA,NA,NA,NA,ʁ,v,113,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,17,NA,NA,1923,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/3-96-2-111-a.wav,NA,NA,NA,NA,NA,m,111,3-96-2-111-a.wav,a lightning bug (Lampyridae) ,3,floresville,NA,NA,NA,NA,NA,ʁ,v,96,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,18,NA,NA,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/51-283-3-111-a.wav,NA,NA,NA,NA,NA,f,111,51-283-3-111-a.wav,a lightning bug (Lampyridae) ,51,floresville,NA,NA,NA,NA,NA,ʁ,v,283,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,19,NA,NA,1945,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/1-199-2-111-a.wav,NA,NA,NA,NA,NA,f,111,1-199-2-111-a.wav,a lightning bug (Lampyridae) ,1,fredericksburg,NA,NA,NA,NA,NA,ʁ,v,199,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,20,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/1-397-2-111-a.wav,NA,NA,NA,NA,NA,m,111,1-397-2-111-a.wav,a lightning bug (Lampyridae) ,1,fredericksburg,NA,NA,NA,NA,NA,ʁ,v,397,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,21,NA,NA,1933,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/1-403-2-111-a.wav,NA,NA,NA,NA,NA,m,111,1-403-2-111-a.wav,a lightning bug (Lampyridae) ,1,fredericksburg,NA,NA,NA,NA,NA,ʁ,v,403,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,22,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/105-404-1-111-a.wav,NA,NA,NA,NA,NA,f,111,105-404-1-111-a.wav,a lightning bug (Lampyridae) ,105,fredericksburg,NA,NA,NA,NA,NA,ʁ,v,404,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,23,NA,NA,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/107-405-2-111-a.wav,NA,NA,NA,NA,NA,m,111,107-405-2-111-a.wav,a lightning bug (Lampyridae) ,107,fredericksburg,NA,NA,NA,NA,NA,ʁ,v,405,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,24,NA,NA,1947,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/108-406-1-111-a.wav,NA,NA,NA,NA,NA,m,111,108-406-1-111-a.wav,a lightning bug (Lampyridae) ,108,fredericksburg,NA,NA,NA,NA,NA,ʁ,v,406,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,25,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/110-407-2-111-a.wav,NA,NA,NA,NA,NA,f,111,110-407-2-111-a.wav,a lightning bug (Lampyridae) ,110,fredericksburg,NA,NA,NA,NA,NA,ʁ,v,407,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,26,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/110-408-1-111-a.wav,NA,NA,NA,NA,NA,f,111,110-408-1-111-a.wav,a lightning bug (Lampyridae) ,110,fredericksburg,NA,NA,NA,NA,NA,ʁ,v,408,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,27,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/111-410-1-111-a.wav,NA,NA,NA,NA,NA,f,111,111-410-1-111-a.wav,a lightning bug (Lampyridae) ,111,fredericksburg,NA,NA,NA,NA,NA,ʁ,v,410,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,28,NA,NA,1924,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/17-185-1-111-a.wav,NA,NA,NA,NA,NA,m,111,17-185-1-111-a.wav,a lightning bug (Lampyridae) ,17,fredericksburg,NA,NA,NA,NA,NA,ʁ,v,185,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,29,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/23-224-1-111-a.wav,NA,NA,NA,NA,NA,m,111,23-224-1-111-a.wav,a lightning bug (Lampyridae) ,23,fredericksburg,NA,NA,NA,NA,NA,ʁ,v,224,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,30,NA,NA,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/29-210-2-111-a.wav,NA,NA,NA,NA,NA,f,111,29-210-2-111-a.wav,a lightning bug (Lampyridae) ,29,fredericksburg,NA,NA,NA,NA,NA,ʁ,v,210,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,31,NA,NA,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/29-226-2-111-a.wav,NA,NA,NA,NA,NA,m,111,29-226-2-111-a.wav,a lightning bug (Lampyridae) ,29,fredericksburg,NA,NA,NA,NA,NA,ʁ,v,226,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,32,NA,NA,1942,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/38-214-1-111-a.wav,NA,NA,NA,NA,NA,m,111,38-214-1-111-a.wav,a lightning bug (Lampyridae) ,38,fredericksburg,NA,NA,NA,NA,NA,ʁ,v,214,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,33,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/53-398-1-111-a.wav,NA,NA,NA,NA,NA,f,111,53-398-1-111-a.wav,a lightning bug (Lampyridae) ,53,fredericksburg,NA,NA,NA,NA,NA,ʁ,v,398,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,34,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/53-402-1-111-a.wav,NA,NA,NA,NA,NA,f,111,53-402-1-111-a.wav,a lightning bug (Lampyridae) ,53,fredericksburg,NA,NA,NA,NA,NA,ʁ,v,402,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,35,NA,NA,1949,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/58-369-1-111-a.wav,NA,NA,NA,NA,NA,m,111,58-369-1-111-a.wav,a lightning bug (Lampyridae) ,58,fredericksburg,NA,NA,NA,NA,NA,ʁ,v,369,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,36,NA,NA,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/58-370-1-111-a.wav,NA,NA,NA,NA,NA,m,111,58-370-1-111-a.wav,a lightning bug (Lampyridae) ,58,fredericksburg,NA,NA,NA,NA,NA,ʁ,v,370,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,37,NA,NA,1945,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/60-367-1-111-a.wav,NA,NA,NA,NA,NA,m,111,60-367-1-111-a.wav,a lightning bug (Lampyridae) ,60,fredericksburg,NA,NA,NA,NA,NA,ʁ,v,367,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,38,NA,NA,1933,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/60-368-3-111-a.wav,NA,NA,NA,NA,NA,m,111,60-368-3-111-a.wav,a lightning bug (Lampyridae) ,60,fredericksburg,NA,NA,NA,NA,NA,ʁ,v,368,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,39,NA,NA,1947,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/freyburg/gilbert/1-164-2-111-a.wav,NA,NA,NA,NA,NA,f,111,1-164-2-111-a.wav,a lightning bug (Lampyridae) ,1,freyburg/black jack,NA,NA,NA,NA,NA,ʁ,v,164,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,40,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/freyburg/gilbert/1-175-2-111-a.wav,NA,NA,NA,NA,NA,f,111,1-175-2-111-a.wav,a lightning bug (Lampyridae) ,1,freyburg/schulenburg,NA,NA,NA,NA,NA,ʁ,v,175,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,41,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/112-436-2-111-a.wav,NA,NA,NA,NA,NA,m,111,112-436-2-111-a.wav,a lightning bug (Lampyridae) ,112,"giddings, tx",NA,NA,NA,NA,NA,ʁ,v,436,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,42,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-437-2-111-a.wav,NA,NA,NA,NA,NA,f,111,115-437-2-111-a.wav,a lightning bug (Lampyridae) ,115,"giddings, tx",NA,NA,NA,NA,NA,ʁ,v,437,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,43,NA,NA,1925,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-438-2-111-a.wav,NA,NA,NA,NA,NA,f,111,115-438-2-111-a.wav,a lightning bug (Lampyridae) ,115,"giddings, tx",NA,NA,NA,NA,NA,ʁ,v,438,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,44,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-313-2-111-a.wav,NA,NA,NA,NA,NA,m,111,7-313-2-111-a.wav,a lightning bug (Lampyridae) ,7,giddings,NA,NA,NA,NA,NA,ʁ,v,313,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,45,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-326-2-111-a.wav,NA,NA,NA,NA,NA,m,111,7-326-2-111-a.wav,a lightning bug (Lampyridae) ,7,gidings,NA,NA,NA,NA,NA,ʁ,v,326,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,46,NA,NA,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-193-2-111-a.wav,NA,NA,NA,NA,NA,m,111,1-193-2-111-a.wav,a lightning bug (Lampyridae) ,1,la grange,NA,NA,NA,NA,NA,ʁ,v,193,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,47,NA,NA,1930,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/51-286-2-111-a.wav,NA,NA,NA,NA,NA,m,111,51-286-2-111-a.wav,a lightning bug (Lampyridae) ,51,la grange,NA,NA,NA,NA,NA,ʁ,v,286,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,48,NA,NA,1930,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/53-286-2-111-a.wav,NA,NA,NA,NA,NA,m,111,53-286-2-111-a.wav,a lightning bug (Lampyridae) ,53,la grange,NA,NA,NA,NA,NA,ʁ,v,286,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,49,NA,NA,1923,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-125-2-111-a.wav,NA,NA,NA,NA,NA,f,111,1-125-2-111-a.wav,a lightning bug (Lampyridae) ,1,new braunfels,NA,NA,NA,NA,NA,ʁ,v,125,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,50,NA,NA,1944,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-165-2-111-a.wav,NA,NA,NA,NA,NA,m,111,1-165-2-111-a.wav,a lightning bug (Lampyridae) ,1,new braunfels,NA,NA,NA,NA,NA,ʁ,v,165,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,51,NA,NA,1910,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-167-3-111-a.wav,NA,NA,NA,NA,NA,m,111,1-167-3-111-a.wav,a lightning bug (Lampyridae) ,1,new braunfels,NA,NA,NA,NA,NA,ʁ,v,167,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,52,NA,NA,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-169-3-111-a.wav,NA,NA,NA,NA,NA,f,111,1-169-3-111-a.wav,a lightning bug (Lampyridae) ,1,new braunfels,NA,NA,NA,NA,NA,ʁ,v,169,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,53,NA,NA,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-170-2-111-a.wav,NA,NA,NA,NA,NA,m,111,1-170-2-111-a.wav,a lightning bug (Lampyridae) ,1,new braunfels,NA,NA,NA,NA,NA,ʁ,v,170,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,54,NA,NA,1915,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-24-2-111-a.wav,NA,NA,NA,NA,NA,m,111,1-24-2-111-a.wav,a lightning bug (Lampyridae) ,1,new braunfels,NA,NA,NA,NA,NA,ʁ,v,24,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,55,NA,NA,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-25-3-111-a.wav,NA,NA,NA,NA,NA,m,111,1-25-3-111-a.wav,a lightning bug (Lampyridae) ,1,new braunfels,NA,NA,NA,NA,NA,ʁ,v,25,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
NA,NA,NA,NA,NA,NA,NA,56,NA,NA,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-30-2-111-a.wav,NA,NA,NA,NA,NA,f,111,1-30-2-111-a.wav,a lightning bug (Lampyridae) ,1,new braunfels,NA,NA,NA,NA,NA,ʁ,v,30,ein gluehwuermchen,aɪ̯n ˈɡlyːˌvʏʁmçən,ʏ
